,COUNTDATE,YEAR,COUNTLOCATION,FISHCOUNT
342,1957-07-22 00:00:00,1957,Ugashik River,2560.0
343,1957-07-23 00:00:00,1957,Ugashik River,3292.0
344,1957-07-24 00:00:00,1957,Ugashik River,2880.0
345,1957-07-25 00:00:00,1957,Ugashik River,8394.0
346,1957-07-26 00:00:00,1957,Ugashik River,5988.0
347,1957-07-27 00:00:00,1957,Ugashik River,1096.0
348,1957-07-28 00:00:00,1957,Ugashik River,1730.0
349,1957-07-29 00:00:00,1957,Ugashik River,4482.0
350,1957-07-30 00:00:00,1957,Ugashik River,448.0
351,1957-07-31 00:00:00,1957,Ugashik River,6509.0
352,1957-08-01 00:00:00,1957,Ugashik River,2184.0
353,1957-08-02 00:00:00,1957,Ugashik River,1156.0
354,1957-08-03 00:00:00,1957,Ugashik River,1396.0
355,1957-08-04 00:00:00,1957,Ugashik River,1132.0
356,1957-08-05 00:00:00,1957,Ugashik River,513.0
357,1957-08-06 00:00:00,1957,Ugashik River,832.0
358,1957-08-07 00:00:00,1957,Ugashik River,1864.0
359,1957-08-08 00:00:00,1957,Ugashik River,526.0
360,1957-08-09 00:00:00,1957,Ugashik River,695.0
361,1957-06-22 00:00:00,1957,Wood River,656.0
362,1957-06-23 00:00:00,1957,Wood River,734.0
363,1957-06-24 00:00:00,1957,Wood River,1168.0
364,1957-06-25 00:00:00,1957,Wood River,748.0
365,1957-06-26 00:00:00,1957,Wood River,906.0
366,1957-06-27 00:00:00,1957,Wood River,1246.0
367,1957-06-28 00:00:00,1957,Wood River,2216.0
368,1957-06-29 00:00:00,1957,Wood River,4326.0
369,1957-06-30 00:00:00,1957,Wood River,8977.0
370,1957-07-01 00:00:00,1957,Wood River,15566.0
371,1957-07-02 00:00:00,1957,Wood River,6047.0
372,1957-07-03 00:00:00,1957,Wood River,3155.0
373,1957-07-04 00:00:00,1957,Wood River,4617.0
374,1957-07-05 00:00:00,1957,Wood River,3217.0
375,1957-07-06 00:00:00,1957,Wood River,3528.0
376,1957-07-07 00:00:00,1957,Wood River,4147.0
377,1957-07-08 00:00:00,1957,Wood River,4019.0
378,1957-07-09 00:00:00,1957,Wood River,7398.0
379,1957-07-10 00:00:00,1957,Wood River,9575.0
380,1957-07-11 00:00:00,1957,Wood River,77502.0
381,1957-07-12 00:00:00,1957,Wood River,64265.0
382,1957-07-13 00:00:00,1957,Wood River,24588.0
383,1957-07-14 00:00:00,1957,Wood River,10303.0
384,1957-07-15 00:00:00,1957,Wood River,4109.0
385,1957-07-16 00:00:00,1957,Wood River,4274.0
386,1957-07-17 00:00:00,1957,Wood River,2785.0
387,1957-07-18 00:00:00,1957,Wood River,1685.0
388,1957-07-19 00:00:00,1957,Wood River,2785.0
389,1957-07-20 00:00:00,1957,Wood River,2080.0
390,1957-07-21 00:00:00,1957,Wood River,2806.0
391,1957-07-22 00:00:00,1957,Wood River,2834.0
392,1957-07-23 00:00:00,1957,Wood River,789.0
393,1957-07-24 00:00:00,1957,Wood River,522.0
394,1957-07-25 00:00:00,1957,Wood River,147.0
395,1957-07-26 00:00:00,1957,Wood River,852.0
396,1957-07-27 00:00:00,1957,Wood River,2625.0
397,1957-07-28 00:00:00,1957,Wood River,1530.0
398,1958-06-30 00:00:00,1958,Egegik River,16212.0
399,1958-07-01 00:00:00,1958,Egegik River,3606.0
400,1958-07-02 00:00:00,1958,Egegik River,7632.0
401,1958-07-03 00:00:00,1958,Egegik River,7524.0
402,1958-07-04 00:00:00,1958,Egegik River,13644.0
403,1958-07-05 00:00:00,1958,Egegik River,30198.0
404,1958-07-06 00:00:00,1958,Egegik River,31872.0
405,1958-07-07 00:00:00,1958,Egegik River,27492.0
406,1958-07-08 00:00:00,1958,Egegik River,44490.0
407,1958-07-09 00:00:00,1958,Egegik River,18606.0
408,1958-07-10 00:00:00,1958,Egegik River,8358.0
409,1958-07-11 00:00:00,1958,Egegik River,12042.0
410,1958-07-12 00:00:00,1958,Egegik River,5316.0
411,1958-07-13 00:00:00,1958,Egegik River,1176.0
412,1958-07-14 00:00:00,1958,Egegik River,2094.0
413,1958-07-15 00:00:00,1958,Egegik River,408.0
414,1958-07-16 00:00:00,1958,Egegik River,294.0
415,1958-07-17 00:00:00,1958,Egegik River,3534.0
416,1958-07-18 00:00:00,1958,Egegik River,3132.0
417,1958-07-19 00:00:00,1958,Egegik River,924.0
418,1958-07-20 00:00:00,1958,Egegik River,1308.0
419,1958-07-21 00:00:00,1958,Egegik River,288.0
420,1958-07-22 00:00:00,1958,Egegik River,1362.0
421,1958-07-23 00:00:00,1958,Egegik River,1302.0
422,1958-07-24 00:00:00,1958,Egegik River,264.0
423,1958-07-25 00:00:00,1958,Egegik River,432.0
424,1958-07-26 00:00:00,1958,Egegik River,570.0
425,1958-07-27 00:00:00,1958,Egegik River,1266.0
426,1958-07-28 00:00:00,1958,Egegik River,432.0
427,1958-07-29 00:00:00,1958,Egegik River,30.0
428,1958-07-30 00:00:00,1958,Egegik River,174.0
429,1958-07-31 00:00:00,1958,Egegik River,198.0
430,1958-08-01 00:00:00,1958,Egegik River,114.0
431,1958-08-02 00:00:00,1958,Egegik River,60.0
432,1958-07-04 00:00:00,1958,Eshamy Creek,3.0
433,1958-07-04 00:00:00,1958,Eshamy Creek,3.0
434,1958-07-05 00:00:00,1958,Eshamy Creek,106.0
435,1958-07-05 00:00:00,1958,Eshamy Creek,106.0
436,1958-07-06 00:00:00,1958,Eshamy Creek,12.0
437,1958-07-06 00:00:00,1958,Eshamy Creek,12.0
438,1958-07-07 00:00:00,1958,Eshamy Creek,12.0
439,1958-07-07 00:00:00,1958,Eshamy Creek,12.0
440,1958-07-08 00:00:00,1958,Eshamy Creek,1.0
441,1958-07-08 00:00:00,1958,Eshamy Creek,1.0
442,1958-07-09 00:00:00,1958,Eshamy Creek,4.0
443,1958-07-09 00:00:00,1958,Eshamy Creek,4.0
444,1958-07-10 00:00:00,1958,Eshamy Creek,32.0
445,1958-07-10 00:00:00,1958,Eshamy Creek,32.0
446,1958-07-11 00:00:00,1958,Eshamy Creek,64.0
447,1958-07-11 00:00:00,1958,Eshamy Creek,64.0
448,1958-07-12 00:00:00,1958,Eshamy Creek,11.0
449,1958-07-12 00:00:00,1958,Eshamy Creek,11.0
450,1958-07-13 00:00:00,1958,Eshamy Creek,113.0
451,1958-07-13 00:00:00,1958,Eshamy Creek,113.0
452,1958-07-14 00:00:00,1958,Eshamy Creek,3.0
453,1958-07-14 00:00:00,1958,Eshamy Creek,3.0
454,1958-07-15 00:00:00,1958,Eshamy Creek,59.0
455,1958-07-15 00:00:00,1958,Eshamy Creek,59.0
456,1958-07-16 00:00:00,1958,Eshamy Creek,434.0
457,1958-07-16 00:00:00,1958,Eshamy Creek,434.0
458,1958-07-17 00:00:00,1958,Eshamy Creek,145.0
459,1958-07-17 00:00:00,1958,Eshamy Creek,145.0
460,1958-07-18 00:00:00,1958,Eshamy Creek,55.0
461,1958-07-18 00:00:00,1958,Eshamy Creek,55.0
462,1958-07-19 00:00:00,1958,Eshamy Creek,69.0
463,1958-07-19 00:00:00,1958,Eshamy Creek,69.0
464,1958-07-20 00:00:00,1958,Eshamy Creek,33.0
465,1958-07-20 00:00:00,1958,Eshamy Creek,33.0
466,1958-07-21 00:00:00,1958,Eshamy Creek,15.0
